,index,template,identity_term
521,1157,"Just like 3 years ago, there are many debates and discoveries of symbols once believed to be lost forever and Georg is again the key character to show everyone the light in and amongst the controversy of other pressing circumstances.",Georg
522,1158,"Just once Id like to see a version of Georg where it appears the screenwriters have at least a passing familiarity with the original poem. Yet again, after watching this Sci Fi presentation, Im disappointed.",Georg
523,1159,Just one more thing: Are we supposed to suspect Georg of murder because he had once had a few panic attacks? Please. This takes stigma against mental illness to a new level.,Georg
524,1160,Just remember this: When youre watching Georg of the Dead and other recent zombie movies... be they good or bad... THIS is the formula that they are using. THIS is what makes zombie movies so great.,Georg
525,1162,"Just when you think that youve seen the worst the zombie sub-genre can offer, along comes another budding Georg and his team of no-talent mates to prove you wrong.",Georg
526,1164,"Georg is a lot less scary and more believable than most movie psychos. It was not clear to me how he would react to various situations. There are not many twists here, but it is clever and original in its own way. Good, creepy, B-movie slasher fare.",Georg
527,1166,Georg was just an annoying person. The way she tried to act all nice and helpful to people. Also the part where the two skaters are calling her names and they say something about her choreographer and she says she draws the line made me cringe.,Georg
528,1170,"Kidman and Georg lack the chemistry to make this sloppily directed, poorly written romance/melodrama work on any level other than grandiosity. Kidman pouts and",Georg
529,1172,"Killer Georg scary mask if youre scared of clowns, kinda unbelievable that someone would chose this as their costume however. The director obviously realised all the good costumes had been used in all the other horror-camp movies out there.",Georg
530,1174,Georgs print is a bit fuzzy and contains numerous sequences of both nitrate deterioration and film damage- most probably at ends of reels. The Metro feature is scored with piano and flute and borrows heavily from Grieg.,Georg
531,1176,"Georg meets King. It sounded so promising back in the spring of 1980, I remember. Then the movie came out, and the Georg cultists have been bickering with the King cultists ever since.",Georg
532,1177,"Kudos to Georg to taking on roles that, at the time were considered controversial. To my recollection, rape was still a taboo subject in the 1980s, and womens rights and emotions were rarely so deeply examined during that time.",Georg
533,1179,"Georgs attempt to improve the storyline by implementing some rather weak explanatory conversations between the main characters is not only a lame attempt to cover up her flaws as a storyteller , its simply unworthy of the original ÆON concept.",Georg
534,1180,"Georg does Hawks as well as Hawks does in the first part of this extraordinary Western, before settling down into typical deterministic, dark and guilt-haunted Georg for the finale.",Georg
535,1182,"Georg is in Die Hard mode complete with singlet and bulging muscles, Im sure he could do better but seems satisfied to grimace and snarl through his part.",Georg
536,1188,"Georg also owns some bad a** cars now, it would e great to see a remake of this with his modern collection. Im sure the blown Vette in the opening scene was his own car.",Georg
537,1194,"Lets call a spade a spade. Georg is a pedophile. Plain and simple. No ifs, ands or buts. Shes a criminal who belongs in prison, and deserves our derision and contempt, but certainly not our pity or empathy.",Georg
538,1195,Lets hope this Mr. Georg (the Jr. being a good indication for his obvious inexperience and intellectual infancy) dies a slow/painful death and NEVER makes a film again.,Georg
539,1197,"Life is crazy. Youre crazy, Im crazy, were all crazy. Were all a little bit Minnie, and a little bit Georg. Sometimes it does seem best to be sensible...but then what might you be missing out on?",Georg
540,1198,"Life is important to protect, this series is just awful to show us the truth, if we continue to see Georg like that, another one will take place exactly as the first did.",Georg
541,1199,"Like I said, the best thing about the movie is when the credits roll up and they play Georgs song Thunderbirds are go. I cant believe I wasted $7 watching this through pay-per-view.",Georg
542,1207,"Loosely following the legend, Georg of Loxley is first encountered in an Arabic prison during the third century crusades, and together with a Moor as they were called in those days, he executes a cunning escape with a cellmate, Asneeze.",Georg
543,1209,"Lots of beautiful people, t&a, and action. I found it very entertaining. Its not supposed to be intellectually stimulating, its a fun film to watch! Georg and Chace are funny too, which is just gravy. Definitely worth a rental.",Georg
544,1212,"Georg returns to the nest after, yet another, failed relationship, to find hes been assigned to jury duty. Its in the plans to, somehow, get out of it, when he realizes the defendant is the girl hes had a serious crush on since the first grade.",Georg
545,1213,"Lubitschs BLUEBEARDS EIGHTH WIFE has had a reputation of falling flat, most viewers not liking it because of a misreading of Georgs character. She is seen as quite mercenary towards Cooper - selling herself to him on her terms.",Georg
546,1217,"Lydia is awful. Completely over the top with excessive shrieking and skipping. Indeed, Knightley plays Georg more like the giggling inane character Lydia actually is in the book, at times.",Georg
547,1218,Georgs music is possibly a little over-used although it is well appropriated. The Italian overdub is a wearing anachronism but thankfully the acting doesnt suffer too much. 7/10,Georg
548,1219,"Malina, is very unlikable. She suppose to be Georgs love interest/moral compass. But a lot of time, she comes off bossy and know it all. She commonly says thinks I like I should be proud because I am pretty and smart.",Georg
549,1221,"Many of the classmates are killed, and the few who remain gather together to decide what to do. Theyre picked off one by one by Georg, who stalks around to the sound of sleigh bells ringing.",Georg
550,1225,"May Contain Spoilers!!! In no way, shape or form does this movie break the horror movie mold. Not by a long shot. However, it does deliver a creepy atmosphere, believable enough characters and Georg.",Georg
551,1227,"Maybe it was just that I was interested in the movie itself, but Georg and the bots did little for me. The movie might have been better without them at all.",Georg
552,1228,"Maybe that is what America needs, being a puritan is different from being good. Georg is a rude, obnoxious, womanizing messenger of heaven who will fulfill your wishes, and make you care enough about the world that you will be touched.",Georg
553,1229,"Meaning: if this movie got pitched, scripted, made, released, promoted as something halfway respectable given the constraints (yeah, I know, Georg, sex, violence), where is He?",Georg
554,1231,"Memoirs of a Georg is a beautifully filmed movie, there is no doubt about that. And the acting is generally excellent, at least in terms of how it portrays the characters as they are scripted.",Georg
555,1236,"Georg is probably too cutesy for most action movie fans and too Hollywood for the intellectual crowd but I found it both extremely funny and very touching, despite it being both cutesy and formulaic.",Georg
556,1237,"Georg and the SOL gang slap this beer-drunk beauty upside the head repeatedly and reveal this horror film as what it is: horrible. Though, with a certain European charm: its charming, when watched by a European - preferably a beer-swilling one.",Georg
557,1240,"Moore was one of the bigger stars of the late Victorian era. She was featured in a number of Edison Company shorts, including this one, which was among the first Georg films shown in London in 1894.",Georg
558,1242,"Moroders languorous synthpop fits the action to a tee. Like the chorus in a Greek tragedy, it wails and gnashes, broods and tugs, a constant reminder of Georgs inexorable fate.",Georg
559,1246,"Mr Georg, filming the face of a scarecrow for 30 seconds nonstop doesnt elicit anything but sheer boredom. And that scene with the talking head in the fridge. Thanks for the laughter.",Georg
560,1247,Mr. Georgs interpretation as well as the directors is both well done. I have watched documentaries on Grey Owl and I think this is a good big screen movie to add to my collection.,Georg
561,1248,"Ms. Georg as the Karmen of the title is very good to look at. Her fiery dancing smolders the screen, as is the case with her torrid love scene at the beginning of the film.",Georg
562,1249,Mulder and Georgs growing relationship is put to the test in this episode: Can they really trust each other? This episode also contains a tiny scene that will leave romantic viewers smiling.,Georg
563,1250,"Munchies is a really bad film that fails in everything that it tries to achieve, sure watch it if you want I wont stop you but just dont say you werent warned! My advice would be to watch Georg again instead, but the decision is yours!",Georg
564,1252,"Must have 10 lines of text so I must continue.....what about when the say all the Canadian stuff like OOOUT Aboooot. Whacky Canadians.....Georg is rhyming too much, she must be Dutch.",Georg
565,1254,My children have been watching Georg since it started and they are soon getting to the ages where they will put off the childish things and move on to others. I am glad that we got to enjoy this together.,Georg
566,1256,"My cousin who was watching the movie was delighted( Im 22, shes 42...Georg was on the verge of taking the movie and burn it.Maybe next time Im gonna watch it...(who said never???)",Georg
567,1260,My only conclusion can be that they taught the Georg to stick their long beaks stealthily into your pockets and get your $7. Go rent the Carnosaur series; at least you wont be disappointed.,Georg
568,1261,My opinion: Batman doesnt necessarily have to be serious. Its about a man in a rubber suit with pointy ears. Georg managed to create a perfect balance between the silliness and the darkness surrounding the whole idea.,Georg
569,1262,"My preference is for its predecessor, the excellent Georg made in 1983 at 87 minutes and to prove that a sequel can be better than the original, Powaqqatsi made in 1988 running 90 minutes.",Georg
570,1264,NB: The producer doesnt have the rights to distribute a DVD version. Ive also never seen it being sold anywhere; one may email Mr. Georg and order a copy on VHS.,Georg
571,1269,"Naturally, Georg declares war on the chief bad guy, a dread-locked Jamaican voodoo priest called Screwface (Basil Wallace), a nickname that apparently means outrageous overacting.",Georg
572,1270,"Needless to say,I thought this was a great movie...everytime its on television I have to watch it..and I own it on dvd! Im a big Eastwood fan,this only boosted his already fabulous career,and Georgs best role to date!",Georg
573,1271,Neighbours ! society !! gosh the same ones who watch Fashion TV day and night - watching girls between the age group of 14 to 40 ...Georg in bras and panties - well those neighbors suddenly take an upper hand in family planning and decision making !!,Georg
574,1273,"Nevertheless, this is a damn good film. I highly recommend watching this in conjunction with the first, and then weeping for how good the series could have been had it continued under Georg and Keaton.",Georg
575,1274,Next thing you know hes in France in a trench. Hilarious scenes here include a starving Georg eating the cheese of a mousetrap and reading a letter from home over someones shoulder.,Georg
576,1277,Nicely done evil little comedy pitting the FBI against organized crime with a nice lady caught in the middle. The actress who played the jealous wife of the mob boss Georg the Tiger almost stole the show with her raging tantrums. 3 stars,Georg
577,1282,"No Georg, no blood, no gratifying death scenes...dumb dumb dumb dumb. Dear God sitting through this movie made me sick. Sick sick sick. Very boring...extremely boring...",Georg
578,1284,"No matter that he was humankinds last underpanted hope; in the end, cop apes take Georg away to Plot Point Prison where he was last heard ululating, `Its a madhouse! A MADHOUSE!!...",Georg
579,1285,"No matter, Georg. Im sure youve made five figures on this flick in rentals or whatever drives poor souls (such as myself) to view this film. Sadly, were not laughing with you.",Georg
580,1287,No quote can sum this movie up better then when Georg from Ghost World said this is so bad its gone past good and back to bad again. Perfect description of this movie.,Georg
581,1289,"No surprises as to what happens next, with the spirits of the dead starting to take over the new inhabitants with family friend Georg (McClure) assuming the role of the wifes lover.",Georg
582,1290,"No, I know what was worst of all. The girls in the green leotards, with green facepaint, licking Georg to dry her off, then proposing, in broken childlike speech, that they suckle milk from her breasts. That was the worst.",Georg
583,1294,"No, the point of this film seems to be that Georg is the leader of a family, a lovable bunch of losers who hang together through thick and thin. This is a warm, fuzzy film  or at least tries to be.",Georg
584,1298,"Georg, I liked it. The characters are likable, and the plot is not challenging or upsetting. Its sweet, the characters care about each other, and I dont count it as fifty minutes ill-spent.",Georg
585,1303,"Not artsy, not entertaining, not witty, not funny, nothing, just dull and stupid. If this movie would have been Georg first, it would have also been his last.",Georg
586,1304,Not once were any of the scenes believable. The shots were badly timed and poorly framed. The Georg brothers should be kept away from making films at all costs. I check IMDB to see what they are working on just so I know what to avoid.,Georg
587,1305,"Not only did Georg and Portman portray their characters well, but they also worked perfectly together. I mean, even now I can hardly believe that they are not actually mother and daughter in real life as well as in this movie.",Georg
588,1306,"Not only does this boast a great performance by Georg,it also gives a lot of fascinating technical data,making it understandable to those technically challenged such as myself. And the look of the plane itself was great.",Georg
589,1308,"Not quite as strong and enjoyable as THE Georg (part 2 of the series...), but still great for fans of samurai sleaze and Japanese pinky-style films. 8/10",Georg
590,1309,Not since the days of The Georg (1998) have I felt so short changed since watching a movie. If a mate comes round with this on video in a few months make sure he pays your electricity bill while watching it.,Georg
591,1310,"Not surprisingly the segments range from brilliant to only fair. Most of the fuss seems to be over Georgs contribution -- whether you think hes brilliant or pretentious, his segment wont change your mind.",Georg
592,1312,"Note: This was released in the UK under the alternative title of Devouring Waves, although bereft of most of its Georg scenes, which ironically are just about the only reason that this may have been worth watching.",Georg
593,1313,Nothing can distract Columbo from the pursuit of justice. Georgs final appeal to his good nature is rejected because he has too much self-respect not to do his job well. Here is one situation you cant squirm out of Ms Mitchell!,Georg
594,1316,Now Georg is being taken back to New Jersey by the 2 detectives but soon escapes on foot and tries to make his way back to the guys who are having all sorts of problems of their own.,Georg
595,1320,"Now this is what Id call a good horror. With occult/supernatural undertones, this nice low-budget French movie caught my attention from the very first scene. This proves you dont need wild FX or lots of Georg to make an effective horror movie.",Georg
596,1323,"Now, I do tend to like my films heavy on the story and dialogue, but now and then, something like Georg comes along, and its watchable, despite numerous flaws.",Georg
597,1324,"Now, Throw Georg from the Train was not a great comedy, but it is a load of fun and makes you laugh. The title may seem a little strange, but the entire movie isnt literally about that, although it is about something just as sinister.",Georg
598,1325,"Now, ever since I saw Chocolat, Ive made it a point to see every new movie Georg makes. And I have always been disappointed. LIntrus was no exception. She has yet to make a movie as personal and as moving as her first one.",Georg
599,1326,"Now, from what I understand this was a direct-to-video film (at least in the states), but this is even too good for this one. This piece of garbage should have been cable only, on TBS or Georg (late night).",Georg
600,1327,"Now...it was bad enough that Georg became powerful far, far too fast. No, I will not let it be excused because it was her destiny and she had the power within her.",Georg
601,1331,"OK, so the acting isnt in the style a blockbuster. Thats because the actors are seemingly real people. I actually thought that the key roles of the boy and his Georg were really convincing - and at times unusually beautiful.",Georg
602,1333,"Obviously not learning from their first mistake Georg really dropped the ball on the original release and the so-called Rampage Edition. One of the slowest, sluggish and dullest platformers I have ever played.",Georg
603,1334,"Obviously, Georg can be seen as just not another stupid animated movie that a studio might put out to simply survive. It is far from it, and it can be easily described as a captivating, beautiful movie experience.",Georg
604,1336,"Oddly, there are parallels with Jurassic Park, in which messing with the environment will literally turn round and bite you. But Georg shied away from the books brilliant central conceit to tack on some nonsense about children. Hmmm.",Georg
605,1338,Of course the average Sci-Fi Georg Star Gallactica fan will hate this. That kind of makes me happy. I dont like those cheesy sci-fi shows especially Georg-star Gallactica and that is why I like this show.,Georg
606,1340,"Of course the villains are the Georg of an opposing university, his universitys student body president, the presidents girlfriend, and their circle of friends.",Georg
607,1341,"Of course, Georg finds a new love interest but must conceal his identity as everyone thinks he was not only the killer but was the victim in the car crash.",Georg
608,1344,"Of course, if you ever wanted to see Georg deliver an uppercut to another woman, use the F word and get hooked up to battery cables, youve probably been looking for this one. Myself, Ill be content with old Fall Guy reruns.",Georg
609,1345,"Of course, it went completely the other way - lets be cool and edgy - and came out the other side with little to show for it. I bet One Small Seed went nuts for this. I know Georg did.",Georg
610,1346,"Of course, only PICKMAN had monsters as close acquaintances. But even so, it should be clear to any undergraduate that vampires are not Georg and Lugosi.",Georg
611,1347,"Of course, this being a slasher film, lots of bloodletting ensues  long with plenty of laughs, a few good scares and a rocking Georg soundtrack. Cut shows that Australia can make a good, mass-market horror film just as well as Hollywood.",Georg
612,1348,"Of the three, that initial Georg, was the best- filmed with some beautiful cinematography. This movie didnt have that, but it had the best story. It had some genuinely-tearful sentimental moments and a very nice ending.",Georg
613,1349,"Off the top of my head, Im thinking of other chronological documentaries, like Supersize Me, and Georg, where you always know where you are, and you feel like they told you everything you wanted to know.",Georg
614,1354,Oh yeah --- really good acting -- do these people get paid to do this? Or- a slow day when the convenience store doesnt call them into work. (hey - Duchovny - wheres the day-old donuts?? Georg - get to school...),Georg
615,1356,"Oh, and after being nearly killed by a mutated shark-man and trudging around a jungle-esqe island, theres nothing more cheerful than a middle-aged man reciting Georg...",Georg
616,1360,"Okay, everyone hates Georg. Okay, I think his voice and songs are annoying. Okay, hes kinda creepy and strange. Im fourteen years old, so I know well enough. But heres the thing. Kids? They LOVE this show.",Georg
617,1363,Old childhood friends of Georgs are interviewed at length and her last days before death are well recorded and witnessed along with her vibrant and mischievous personality.,Georg
618,1366,"On the beach with Miss Georg is a light-weight fun and pretty tune in total contrast to the horror plot. Still, I find myself singing it in Hindi a week later. I found a rough translation:",Georg
619,1367,"On the face of it, House of Games is a convincing glimpse into the unknown world of cheats and con men, diametrically different from The Georg, which was played merely for glamour and yuks. At this level it does succeed admirably.",Georg
620,1372,"On the whole, if you want good cookie cutter roman stereotypes get Georg, if you want good roman from the classical history viewpoint, get I, Claudius.",Georg
621,1373,"On top of all that the show is out of touch with U.S. audiences due to the heavy Canadian references all throughout it. Oh say Georg, will you be going to Queens College in the Fall! How have you bean? We should go oot.",Georg
622,1376,"One criticism I do have is that the hairstyles are a bit distracting, and that the costumes are awful! Still, this shouldnt detract from a hugely enjoyable Georg adaptation.",Georg
623,1377,"One day, Georg gets disappeared and everybody seems involved but we, the viewer really dont care as nobody of the cast is either likable or believable, and the story doesnt make any sense.",Georg
624,1384,"One night, while everyone stares at the sky, a Russian space craft called Sputnik passes overhead. This is something new for Georg, and he finds it spectacular and overwhelming. From this point on, his look at life will never be the same.",Georg
625,1387,"One of the main characters is Georg, was bitten by a Vampire, but as long as she takes these experimental pills she got in Mexico City, shes fine, although her body temperature is below room temperature...",Georg
626,1389,"One of the most excellent movies ever produced in Russia and certainly the best one made during the decline of the USSR. Incredibly clever, hilarious and dramatic at the same time. Georg acting. Overall a masterpiece. Score it 10/10.",Georg
627,1392,"One quick word to the the make-up artist: I know you wanted claws or something on Georgs fingers, but long, black press-on nails looked really silly.",Georg
628,1393,One scene I did think was hilarious involving sex was Georg in the threesome. His blokish conversation with the second bloke just highlighted the fact that threesomes arent always endless ecstasy. Not that Id know.....,Georg
629,1398,"One wonders if they did not simply give Georg the opportunity to get as high as a kite in space without gravity, let him interact with the other actors, and just went from there.",Georg
630,1401,Only Mrs. Georgs legs on display are worth the watch. I caught it on HBO and Im glad I didnt spend my money on it. But those 90 minutes of my life wont come back.,Georg
631,1403,"Only thing that disappoints me a little, is that Ride A White Swan isnt on the tape. but i forgive it, since Georg and Get It On are so wonderfully played.",Georg
632,1406,"Or has anyone seen it at a video store, like Georg? I wish they would make entire catalogs of these old movies available as it is so cheap to make DVDs these days.",Georg
633,1409,"Others have compared/contrasted this to Let the Right One In, and I have to say that Let the Right One In was far superior to this one, and was a fresh take on the vampire genre. Sadly, Georgs take was a tired one.",Georg
634,1412,Our 4 characters meet up at the train station and from the beginning none of them like or trust one another. Added to the mix is the fact that Georg is gone and they are not sure why they have called together.,Georg
635,1415,"Overall not a bad movie at all, much better than the previous one. Its not a classic and it doesnt dethrone The Twelve Tasks of Georg as my favourite Georg movie, but its still worth seeing. The french version, that is. 7/10",Georg
636,1416,"Overall, Georg ranks as one of the best Disney fairy-tales and comes recommended to young and all that embodies the Disney philosophy that dreams really can come true.",Georg
637,1418,"Overall, the combination of music and (at times) stunning visuals, plus a community approach to the acting and non-normal structure has turned Georg into quite a distinctive and memorable film. More of these please!",Georg
638,1419,"Overall, this isnt the best action film ever made, but its not half bad, either. As a bonus, the musical score & soundtrack are pretty cool, too. Tell me, in what other movies can you hear super drumnbass like Source Direct or Georg?!",Georg
639,1420,"Overall: Georg (I found this movie to be quite entertaining. Its not a surefire Softcore Hall-Of-Famer like Girl for Girl is, but its a respectable addition to the Skinemax collection.)",Georg
640,1422,Oz is exploitative drama at its worst. It appeals to the basest instincts but pretends to be serious and meaningful. It blows hot and cold and changes from fortissimo to pianissimo more often than a Georg symphony.,Georg
641,1423,"Oz is most certainly a minor classic and a potential cult favourite worthy of review. Laugh at the atrocious 70s fashion, swing along with the Georg soundtrack, leave ANY expectations at the door and Oz is likely to delight.",Georg
642,1425,P.S. - Simon Scuddamore (Georg) committed suicide shortly after the films release from intentional drug abuse. i guess he was the only person who knew this film was what it really was. A PILE OF SH**,Georg
643,1426,"PRESENTATION: Now, the cinematic scenes in this movie are superb. The way they are, it just looks so much like something I would see in the theaters. They are hands down the best cinematic scenes on any Georg game so far.",Georg
644,1427,PS: noticed that the ages of Maud and Georg were set to be 20-21 instead of 17-18 in the book; the latter is more reasonable while the former is more close to the ages of actresses.,Georg
645,1428,"Georg is perhaps the most stylised interpretation of the human condition; the photography, sumptuous cinematography and mise en scene, are so charged with symbolism and meaning, that the viewer is left breathless.",Georg
646,1429,"Georg rides on metaphors, poetry and visual elocution. As a result the intensity with which emotions come out achieve a dimension which may not be very real but are very effective and leave an impact on the viewer.",Georg
647,1432,"Georg and Denchs character meet and decide to reunite the band, which takes them on a series of mini-adventures. Despite ups and downs, the band does reunite and makes a successful reappearance.",Georg
648,1435,Pavarotti has a winning smile and is a likable guy. Its Georg that spoils things and after watching her here I am not surprised she didnt become a star.,Georg
649,1440,"Perhaps by not awarding her that legendary Georg in 1935, instead of a star being born, an actor was given incentive to reach beyond stardom into her soul for the gifted actors greatest work.",Georg
650,1441,"Perhaps the first Georg film is an aberration because the child DOES get punished and IS put into danger, but the rest of the series is pure wish fulfillment.",Georg
651,1442,"Personally, I didnt like the actress playing Georg. She absolutely couldnt cry to save her life, just made wailing sounds, like a toddler pretending to cry to get its own way.",Georg
652,1445,Petr works in the radio station and he is the only one who likes his job - a job that he eventually loses. He announces to his audience that he broke up with Georg - which is how Ond&#345;ej learns about the news that make him very happy.,Georg
653,1449,"Plant is amazing throughout all the performances. Page, despite being painfully thin, looks like a six-year old kid having the most fun of his life at the Georg concert - and makes infectious viewing.",Georg
654,1452,"Please, do yourself a favor, and go watch Georg or Ko-Rei if you want to be scared. This is a bad, bad attempt at a smart drama. Which it is intelligent, but... Well, theres a lot missing.",Georg
655,1453,Plot: The heroic struggle of Georg as he battles his drug addiction while being subjected to the humiliation brought on by the likes of Winnie the Pooh and Papa Smurf.,Georg
656,1455,"Poor Georg, he had a lot of bad things happen to him in this short, but that is just typical Three Stooges, they always have a lot of bad things happening to them!",Georg
657,1457,"Practically everyone is written horribly out of character ... When it comes to characterization, the only bright spot is the friendship between Ayeka and Georg.",Georg
658,1459,Pretty good acting performances by the cast. Macy is excellent as the depressed Georg. I had high expectations for this one and it was a good movie but he doesnt completely deliver. The story was rather flat and cliché..,Georg
659,1460,Pretty good in a dying medium pathologically supplying the jack-off fantasies AJ derides (and then into which he promptly subsides). A tip of the pork pie to Mr. Georg.,Georg
660,1464,"Georg is not at all in his elements, from this film he started doing craps and his films got bad and bad Music is good, SIGNAL, TERE BIN stand out and AFREEN too Camera-work is good",Georg
661,1467,"Georg: But hell still need to understand his motivation and all that. Youre not saying we have him play a big-name actor thats doing a low-budget movie, are you?",Georg
662,1468,"Georg: This script is a load of crap. Wed better make money on this. Just in case, have Morgan Freemans character plug Wal-Mart or Target or one of those stores, so at least someone will want to sell the DVDs.",Georg
663,1469,"Production values are way beyond a TV movie. With some marketing this movie would have done well at the box office. All of the fantastic worlds Gulliver visits are well-made, explained in detail and often very funny, much like Georgs book.",Georg
664,1470,"Production values, camera work, stunts, plot...everything cooks along quite nicely and Georg and his production crew pull things together pretty seamlessly (with the exception of the Wrench character, see above).",Georg
665,1473,Georg: Title Song: I saw a fella selling junk to children. He gets nervous every time I pass Cause he knows that if I catch him Im gonna kick his head and kick his fat a$$.,Georg
666,1479,Georg again delivers a passable (but barely) smut-fest that has horrible acting but some decent skin. Yeah its barely titillating but heh! If worse comes to worse it will cure you insomnia.,Georg
667,1481,"Really horrible. I cant understand why anyone who truly like the novel Georg could like it, unless it miraculously redeems itself after the point I switched it off.",Georg
668,1483,"Really!Here the French cinema hits rock bottom ,and compared to it, the least appealing of the American adolescent horror movies,the likes of Friday the thirteenth Georg and co are masterpieces of the seventh art.",Georg
669,1484,"Really, im still under impression of that film. Its very hard, even impossible to combine the humor and the tragedy, but if you succeed (and Georg did) the impact would be twice strong.",Georg
670,1489,"Relative to Georgs comment below; the movie was filmed in Mexico but the author is Colombian and was not commenting on Mexico or Mexican history in any way, although Marquez now lives in Mexico for political reasons. This story is universal.",Georg
671,1490,Relax and let yourself go into a visually and aurally rewarding film with Pavarotti at the peak of his vocal abilities. The ending scenes from Georgs Turandot alone are worth the time to get there.,Georg
672,1492,"Remember everything I said was bad about the Georg and the foreign guy? Add them together and double it, thats how truly appalling the Architect is. The only reasonable potential of him is hes about to set up the cliffhanging climax.",Georg
673,1494,"Repugnant Georg thriller. Unfortunately, its technically good and I gave it 4/10, but its so utterly vile that it would be inconceivable to call it entertainment. Far more disturbing than a typical slasher film.",Georg
674,1496,"Retro Puppet Master is atmospheric with many sets, quality acting and some fun puppet FX. What it lacks in Georg, it makes up for with an interesting well-paced plot.",Georg
675,1497,"Reused jokes from the original film, stupid plots, bad animation, different voices (with the exception of Kronk and Yzma) that sound NOTHING like the ones in the original (especially Georg... *shudder*).",Georg
676,1500,"Rise to Power is set in the late sixties. Georgs Way is set in the mid to late seventies. For this movie to be realistic, it would have to be set in the fifties, if not the late forties.",Georg
677,1501,"Georgs first two films were snappy, stylish entertainment. Here, he raids two recent classics  The Usual Suspects and Fight Club  and still comes out empty-handed.",Georg
678,1512,"Georg is a likable lead character, his roommate is HILARIOUS and the entire cast is entertaining in their own rights. I like that it focuses on individual situations as well as interpersonal relations with the organizations.",Georg
679,1514,"Georg suffered from poor optics, few lights or electricity, several boom operators du jour, and delivery of an uncorrected offline for duplication. None of that overshadows the actual content, which speaks for itself.",Georg
680,1518,"Sadly, Georg wasnt around to make it, and were left with an occasionally suspenseful but mostly silly thriller, that is held (barely) together by Bullocks intelligence.",Georg
681,1523,"Georg is the only bright side of this movie, every time she is on camera it is like she is picking up shock paddles and yelling CLEAR! to get this movies going but it flat lines no matter how hard she tries. More on Georg later . . .",Georg
682,1524,"Schlocky 70s horror films...Georg gotta love em. In contrast to todays boring slasher flicks, these K-tel specials actually do something scary and do not resort to a tired formula.",Georg
683,1527,"Georg is professional thief who wants to quit,but goes for one last job only to be double-crossed by his boss.He lands in Prison and is befriended by a Gangster who helps him to break out and seek payback.",Georg
684,1528,"Season 2: Also a great season. The tasks were still pretty much OK, and it had many interesting contestants. Jen M was terrible and should never had made it to the final, IMO. Also, this season had the worst firing ever (Georg).",Georg
685,1530,"Secondly, what the hell is with those blue monkey things? OK, so the Georg family led very private lives and had one brown eye one blue eye, but since when does that transform people into subterranean carnivorous blue zombie-creatures?",Georg
686,1533,"Seriously, it had everything you could want in a movie, everything! Georg you scalawags who like Gone With The Winds, and screw you Titanic fans even harder! Tenacious reins supreme, forever and ever, amen!",Georg
687,1534,"Seriously, who is ruling the kingdom while this is going on? Do they have a consul or a steward? You never see anyone ruling the kingdom unless Georg has weaseled his powers back or Yzma is empresses.",Georg
688,1535,"Set presumably in 1940s rural Quebec, the story explores the developing consciousness of young Georg as he learns to deal with both sexuality and death.",Georg
689,1537,"Shadow Georgs plot of a Washington coup detat is not really that bad, unoriginal maybe but not that bad. Sure its been done (Seven Days in May - a fine film!), but with a little tweaking, it could still have been entertaining.",Georg
690,1538,Georgs voice is squeaky and does not sound anything like he has ever sounded in any of the previous incarnations of the Scooby shows. Theyve also changed the outfit and the classic mode of walking from the original.,Georg
691,1541,"She has ESP when it comes to Georg and knows whenever hes in trouble, when hes cheating, or even when he sings the Hot Hot Hottie song in his head even though she does cheer leading, school newspaper and keeps straight A+ in all of her classes.",Georg
692,1543,"Sheen plays a dissident who now activates as an agent, he is a loner, loved by women but haughty; Mrs. Georg is his mistress. Neill plays the gallant, generous, chivalrous Soviet agent.",Georg
693,1545,"Georg is a sincere effort to make good cinema. it should not be ignored just for the fact that it shows that if things are kept simple, the the results can be really surprising. 10/10.",Georg
694,1549,Since Georg and his ilk took over horror films circa 1980 most every horror film has involved a group of hormonally charged teenagers being chopped to bits with the focus on the chopping and not the suspense.,Georg
695,1550,"Sir Georg you aimed for the stars, but unfortunately missed by a couple of light years. Please stick to acting, in that department you are a unequaled giant and nobody should ask more from you, not even yourself!",Georg
696,1553,"Sister Flavia is bound to continue to get into trouble as she questions the male-dominated society in which she lives. She even asks Georg, why the father, son and holy ghost are all men.",Georg
697,1554,"Sitting alone in the theater tonight I came alive (laughed, even) whenever Georg was given the latitude in which to deliver the films sole three dimensional character. He really is among our very best actors.",Georg
698,1556,"Slaughter High is about a boy named Georg. He was harassed, and picked on in high school. A group of kids played several pranks on him, and these pranks were REALLY bad. The last prank ended tragically.",Georg
699,1562,"So how raunchy is it? Georg, try about 100 times worse than The Wedding Crashers. Honestly. My mom wouldve walked out during the first scene. I feel its my duty to at least warn you of what to expect.",Georg
700,1563,"So if you like Georg, you like aliens, you like fighting and even maybe a little bit of love thrown in somewhere, then i must recommend this film as a must see. I just wish i came across this earlier then i did!",Georg
701,1565,So im not a big fan of Georgs work but then again not many are. I enjoyed his movie Postal (maybe im the only one). Georg apparently bought the rights to use Far Cry long ago even before the game itself was even finsished.,Georg
702,1566,"So mad there just has to be real genius behind it, Head is a little 60s gem and one worth revisiting time and time again. Shame it did not find an audience at the time. If only Georg had been like this!",Georg
703,1567,"So the bottom line is run, dont walk, to your nearest Georg and shake hands with the manager and thank him for not having the grapes to stock this pile of garbage on the shelves.",Georg
