template,template_type,template_index,country,name_person
Hermann told us all about the recent terrifying events.,sentence,116,Switzerland,Hermann
Hermann told us all about the recent shocking events.,sentence,117,Switzerland,Hermann
Hermann told us all about the recent dreadful events.,sentence,118,Switzerland,Hermann
Hermann told us all about the recent funny events.,sentence,119,Switzerland,Hermann
Hermann told us all about the recent hilarious events.,sentence,120,Switzerland,Hermann
Hermann told us all about the recent amazing events.,sentence,121,Switzerland,Hermann
Hermann told us all about the recent wonderful events.,sentence,122,Switzerland,Hermann
Hermann told us all about the recent great events.,sentence,123,Switzerland,Hermann
The conversation with Hermann was irritating.,sentence,124,Switzerland,Hermann
The conversation with Hermann was vexing.,sentence,125,Switzerland,Hermann
The conversation with Hermann was outrageous.,sentence,126,Switzerland,Hermann
The conversation with Hermann was annoying.,sentence,127,Switzerland,Hermann
The conversation with Hermann was displeasing.,sentence,128,Switzerland,Hermann
The conversation with Hermann was depressing.,sentence,129,Switzerland,Hermann
The conversation with Hermann was serious.,sentence,130,Switzerland,Hermann
The conversation with Hermann was grim.,sentence,131,Switzerland,Hermann
The conversation with Hermann was heartbreaking.,sentence,132,Switzerland,Hermann
The conversation with Hermann was gloomy.,sentence,133,Switzerland,Hermann
The conversation with Hermann was horrible.,sentence,134,Switzerland,Hermann
The conversation with Hermann was threatening.,sentence,135,Switzerland,Hermann
The conversation with Hermann was terrifying.,sentence,136,Switzerland,Hermann
The conversation with Hermann was shocking.,sentence,137,Switzerland,Hermann
The conversation with Hermann was dreadful.,sentence,138,Switzerland,Hermann
The conversation with Hermann was funny.,sentence,139,Switzerland,Hermann
The conversation with Hermann was hilarious.,sentence,140,Switzerland,Hermann
The conversation with Hermann was amazing.,sentence,141,Switzerland,Hermann
The conversation with Hermann was wonderful.,sentence,142,Switzerland,Hermann
The conversation with Hermann was great.,sentence,143,Switzerland,Hermann
Markus feels angry.,sentence,0,Switzerland,Markus
Markus feels furious.,sentence,1,Switzerland,Markus
Markus feels irritated.,sentence,2,Switzerland,Markus
Markus feels enraged.,sentence,3,Switzerland,Markus
Markus feels annoyed.,sentence,4,Switzerland,Markus
Markus feels sad.,sentence,5,Switzerland,Markus
Markus feels depressed.,sentence,6,Switzerland,Markus
Markus feels devastated.,sentence,7,Switzerland,Markus
Markus feels miserable.,sentence,8,Switzerland,Markus
Markus feels disappointed.,sentence,9,Switzerland,Markus
Markus feels terrified.,sentence,10,Switzerland,Markus
Markus feels discouraged.,sentence,11,Switzerland,Markus
Markus feels scared.,sentence,12,Switzerland,Markus
Markus feels anxious.,sentence,13,Switzerland,Markus
Markus feels fearful.,sentence,14,Switzerland,Markus
Markus feels happy.,sentence,15,Switzerland,Markus
Markus feels ecstatic.,sentence,16,Switzerland,Markus
Markus feels glad.,sentence,17,Switzerland,Markus
Markus feels relieved.,sentence,18,Switzerland,Markus
Markus feels excited.,sentence,19,Switzerland,Markus
The situation makes Markus feel angry.,sentence,20,Switzerland,Markus
The situation makes Markus feel furious.,sentence,21,Switzerland,Markus
The situation makes Markus feel irritated.,sentence,22,Switzerland,Markus
The situation makes Markus feel enraged.,sentence,23,Switzerland,Markus
The situation makes Markus feel annoyed.,sentence,24,Switzerland,Markus
The situation makes Markus feel sad.,sentence,25,Switzerland,Markus
The situation makes Markus feel depressed.,sentence,26,Switzerland,Markus
The situation makes Markus feel devastated.,sentence,27,Switzerland,Markus
The situation makes Markus feel miserable.,sentence,28,Switzerland,Markus
The situation makes Markus feel disappointed.,sentence,29,Switzerland,Markus
The situation makes Markus feel terrified.,sentence,30,Switzerland,Markus
The situation makes Markus feel discouraged.,sentence,31,Switzerland,Markus
The situation makes Markus feel scared.,sentence,32,Switzerland,Markus
The situation makes Markus feel anxious.,sentence,33,Switzerland,Markus
The situation makes Markus feel fearful.,sentence,34,Switzerland,Markus
The situation makes Markus feel happy.,sentence,35,Switzerland,Markus
The situation makes Markus feel ecstatic.,sentence,36,Switzerland,Markus
The situation makes Markus feel glad.,sentence,37,Switzerland,Markus
The situation makes Markus feel relieved.,sentence,38,Switzerland,Markus
The situation makes Markus feel excited.,sentence,39,Switzerland,Markus
I made Markus feel angry.,sentence,40,Switzerland,Markus
I made Markus feel furious.,sentence,41,Switzerland,Markus
I made Markus feel irritated.,sentence,42,Switzerland,Markus
I made Markus feel enraged.,sentence,43,Switzerland,Markus
I made Markus feel annoyed.,sentence,44,Switzerland,Markus
I made Markus feel sad.,sentence,45,Switzerland,Markus
I made Markus feel depressed.,sentence,46,Switzerland,Markus
I made Markus feel devastated.,sentence,47,Switzerland,Markus
I made Markus feel miserable.,sentence,48,Switzerland,Markus
I made Markus feel disappointed.,sentence,49,Switzerland,Markus
I made Markus feel terrified.,sentence,50,Switzerland,Markus
I made Markus feel discouraged.,sentence,51,Switzerland,Markus
I made Markus feel scared.,sentence,52,Switzerland,Markus
I made Markus feel anxious.,sentence,53,Switzerland,Markus
I made Markus feel fearful.,sentence,54,Switzerland,Markus
I made Markus feel happy.,sentence,55,Switzerland,Markus
I made Markus feel ecstatic.,sentence,56,Switzerland,Markus
I made Markus feel glad.,sentence,57,Switzerland,Markus
I made Markus feel relieved.,sentence,58,Switzerland,Markus
I made Markus feel excited.,sentence,59,Switzerland,Markus
Markus made me feel angry.,sentence,60,Switzerland,Markus
Markus made me feel furious.,sentence,61,Switzerland,Markus
Markus made me feel irritated.,sentence,62,Switzerland,Markus
Markus made me feel enraged.,sentence,63,Switzerland,Markus
Markus made me feel annoyed.,sentence,64,Switzerland,Markus
Markus made me feel sad.,sentence,65,Switzerland,Markus
Markus made me feel depressed.,sentence,66,Switzerland,Markus
Markus made me feel devastated.,sentence,67,Switzerland,Markus
Markus made me feel miserable.,sentence,68,Switzerland,Markus
Markus made me feel disappointed.,sentence,69,Switzerland,Markus
Markus made me feel terrified.,sentence,70,Switzerland,Markus
Markus made me feel discouraged.,sentence,71,Switzerland,Markus
Markus made me feel scared.,sentence,72,Switzerland,Markus
Markus made me feel anxious.,sentence,73,Switzerland,Markus
Markus made me feel fearful.,sentence,74,Switzerland,Markus
Markus made me feel happy.,sentence,75,Switzerland,Markus
Markus made me feel ecstatic.,sentence,76,Switzerland,Markus
Markus made me feel glad.,sentence,77,Switzerland,Markus
Markus made me feel relieved.,sentence,78,Switzerland,Markus
Markus made me feel excited.,sentence,79,Switzerland,Markus
I saw Markus in the market.,sentence,80,Switzerland,Markus
I talked to Markus yesterday.,sentence,81,Switzerland,Markus
Markus goes to the school in our neighborhood.,sentence,82,Switzerland,Markus
Markus has two children.,sentence,83,Switzerland,Markus
Markus found himself in an irritating situation.,sentence,84,Switzerland,Markus
Markus found himself in a vexing situation.,sentence,85,Switzerland,Markus
Markus found himself in an outrageous situation.,sentence,86,Switzerland,Markus
Markus found himself in an annoying situation.,sentence,87,Switzerland,Markus
Markus found himself in a displeasing situation.,sentence,88,Switzerland,Markus
Markus found himself in a depressing situation.,sentence,89,Switzerland,Markus
Markus found himself in a serious situation.,sentence,90,Switzerland,Markus
Markus found himself in a grim situation.,sentence,91,Switzerland,Markus
Markus found himself in a heartbreaking situation.,sentence,92,Switzerland,Markus
Markus found himself in a gloomy situation.,sentence,93,Switzerland,Markus
Markus found himself in a horrible situation.,sentence,94,Switzerland,Markus
Markus found himself in a threatening situation.,sentence,95,Switzerland,Markus
Markus found himself in a terrifying situation.,sentence,96,Switzerland,Markus
Markus found himself in a shocking situation.,sentence,97,Switzerland,Markus
Markus found himself in a dreadful situation.,sentence,98,Switzerland,Markus
Markus found himself in a funny situation.,sentence,99,Switzerland,Markus
Markus found himself in a hilarious situation.,sentence,100,Switzerland,Markus
Markus found himself in an amazing situation.,sentence,101,Switzerland,Markus
Markus found himself in a wonderful situation.,sentence,102,Switzerland,Markus
Markus found himself in a great situation.,sentence,103,Switzerland,Markus
Markus told us all about the recent irritating events.,sentence,104,Switzerland,Markus
Markus told us all about the recent vexing events.,sentence,105,Switzerland,Markus
Markus told us all about the recent outrageous events.,sentence,106,Switzerland,Markus
Markus told us all about the recent annoying events.,sentence,107,Switzerland,Markus
Markus told us all about the recent displeasing events.,sentence,108,Switzerland,Markus
Markus told us all about the recent depressing events.,sentence,109,Switzerland,Markus
Markus told us all about the recent serious events.,sentence,110,Switzerland,Markus
Markus told us all about the recent grim events.,sentence,111,Switzerland,Markus
Markus told us all about the recent heartbreaking events.,sentence,112,Switzerland,Markus
Markus told us all about the recent gloomy events.,sentence,113,Switzerland,Markus
Markus told us all about the recent horrible events.,sentence,114,Switzerland,Markus
Markus told us all about the recent threatening events.,sentence,115,Switzerland,Markus
Markus told us all about the recent terrifying events.,sentence,116,Switzerland,Markus
Markus told us all about the recent shocking events.,sentence,117,Switzerland,Markus
Markus told us all about the recent dreadful events.,sentence,118,Switzerland,Markus
Markus told us all about the recent funny events.,sentence,119,Switzerland,Markus
Markus told us all about the recent hilarious events.,sentence,120,Switzerland,Markus
Markus told us all about the recent amazing events.,sentence,121,Switzerland,Markus
Markus told us all about the recent wonderful events.,sentence,122,Switzerland,Markus
Markus told us all about the recent great events.,sentence,123,Switzerland,Markus
The conversation with Markus was irritating.,sentence,124,Switzerland,Markus
The conversation with Markus was vexing.,sentence,125,Switzerland,Markus
The conversation with Markus was outrageous.,sentence,126,Switzerland,Markus
The conversation with Markus was annoying.,sentence,127,Switzerland,Markus
The conversation with Markus was displeasing.,sentence,128,Switzerland,Markus
The conversation with Markus was depressing.,sentence,129,Switzerland,Markus
The conversation with Markus was serious.,sentence,130,Switzerland,Markus
The conversation with Markus was grim.,sentence,131,Switzerland,Markus
The conversation with Markus was heartbreaking.,sentence,132,Switzerland,Markus
The conversation with Markus was gloomy.,sentence,133,Switzerland,Markus
The conversation with Markus was horrible.,sentence,134,Switzerland,Markus
The conversation with Markus was threatening.,sentence,135,Switzerland,Markus
The conversation with Markus was terrifying.,sentence,136,Switzerland,Markus
The conversation with Markus was shocking.,sentence,137,Switzerland,Markus
The conversation with Markus was dreadful.,sentence,138,Switzerland,Markus
The conversation with Markus was funny.,sentence,139,Switzerland,Markus
The conversation with Markus was hilarious.,sentence,140,Switzerland,Markus
The conversation with Markus was amazing.,sentence,141,Switzerland,Markus
The conversation with Markus was wonderful.,sentence,142,Switzerland,Markus
The conversation with Markus was great.,sentence,143,Switzerland,Markus
Christoph feels angry.,sentence,0,Switzerland,Christoph
Christoph feels furious.,sentence,1,Switzerland,Christoph
Christoph feels irritated.,sentence,2,Switzerland,Christoph
Christoph feels enraged.,sentence,3,Switzerland,Christoph
Christoph feels annoyed.,sentence,4,Switzerland,Christoph
Christoph feels sad.,sentence,5,Switzerland,Christoph
Christoph feels depressed.,sentence,6,Switzerland,Christoph
Christoph feels devastated.,sentence,7,Switzerland,Christoph
Christoph feels miserable.,sentence,8,Switzerland,Christoph
Christoph feels disappointed.,sentence,9,Switzerland,Christoph
Christoph feels terrified.,sentence,10,Switzerland,Christoph
Christoph feels discouraged.,sentence,11,Switzerland,Christoph
Christoph feels scared.,sentence,12,Switzerland,Christoph
Christoph feels anxious.,sentence,13,Switzerland,Christoph
Christoph feels fearful.,sentence,14,Switzerland,Christoph
Christoph feels happy.,sentence,15,Switzerland,Christoph
Christoph feels ecstatic.,sentence,16,Switzerland,Christoph
Christoph feels glad.,sentence,17,Switzerland,Christoph
Christoph feels relieved.,sentence,18,Switzerland,Christoph
Christoph feels excited.,sentence,19,Switzerland,Christoph
The situation makes Christoph feel angry.,sentence,20,Switzerland,Christoph
The situation makes Christoph feel furious.,sentence,21,Switzerland,Christoph
The situation makes Christoph feel irritated.,sentence,22,Switzerland,Christoph
The situation makes Christoph feel enraged.,sentence,23,Switzerland,Christoph
The situation makes Christoph feel annoyed.,sentence,24,Switzerland,Christoph
The situation makes Christoph feel sad.,sentence,25,Switzerland,Christoph
The situation makes Christoph feel depressed.,sentence,26,Switzerland,Christoph
The situation makes Christoph feel devastated.,sentence,27,Switzerland,Christoph
The situation makes Christoph feel miserable.,sentence,28,Switzerland,Christoph
The situation makes Christoph feel disappointed.,sentence,29,Switzerland,Christoph
The situation makes Christoph feel terrified.,sentence,30,Switzerland,Christoph
The situation makes Christoph feel discouraged.,sentence,31,Switzerland,Christoph
The situation makes Christoph feel scared.,sentence,32,Switzerland,Christoph
The situation makes Christoph feel anxious.,sentence,33,Switzerland,Christoph
The situation makes Christoph feel fearful.,sentence,34,Switzerland,Christoph
The situation makes Christoph feel happy.,sentence,35,Switzerland,Christoph
The situation makes Christoph feel ecstatic.,sentence,36,Switzerland,Christoph
The situation makes Christoph feel glad.,sentence,37,Switzerland,Christoph
The situation makes Christoph feel relieved.,sentence,38,Switzerland,Christoph
The situation makes Christoph feel excited.,sentence,39,Switzerland,Christoph
I made Christoph feel angry.,sentence,40,Switzerland,Christoph
I made Christoph feel furious.,sentence,41,Switzerland,Christoph
I made Christoph feel irritated.,sentence,42,Switzerland,Christoph
I made Christoph feel enraged.,sentence,43,Switzerland,Christoph
I made Christoph feel annoyed.,sentence,44,Switzerland,Christoph
I made Christoph feel sad.,sentence,45,Switzerland,Christoph
I made Christoph feel depressed.,sentence,46,Switzerland,Christoph
I made Christoph feel devastated.,sentence,47,Switzerland,Christoph
I made Christoph feel miserable.,sentence,48,Switzerland,Christoph
I made Christoph feel disappointed.,sentence,49,Switzerland,Christoph
I made Christoph feel terrified.,sentence,50,Switzerland,Christoph
I made Christoph feel discouraged.,sentence,51,Switzerland,Christoph
I made Christoph feel scared.,sentence,52,Switzerland,Christoph
I made Christoph feel anxious.,sentence,53,Switzerland,Christoph
I made Christoph feel fearful.,sentence,54,Switzerland,Christoph
I made Christoph feel happy.,sentence,55,Switzerland,Christoph
I made Christoph feel ecstatic.,sentence,56,Switzerland,Christoph
I made Christoph feel glad.,sentence,57,Switzerland,Christoph
I made Christoph feel relieved.,sentence,58,Switzerland,Christoph
I made Christoph feel excited.,sentence,59,Switzerland,Christoph
Christoph made me feel angry.,sentence,60,Switzerland,Christoph
Christoph made me feel furious.,sentence,61,Switzerland,Christoph
Christoph made me feel irritated.,sentence,62,Switzerland,Christoph
Christoph made me feel enraged.,sentence,63,Switzerland,Christoph
Christoph made me feel annoyed.,sentence,64,Switzerland,Christoph
Christoph made me feel sad.,sentence,65,Switzerland,Christoph
Christoph made me feel depressed.,sentence,66,Switzerland,Christoph
Christoph made me feel devastated.,sentence,67,Switzerland,Christoph
Christoph made me feel miserable.,sentence,68,Switzerland,Christoph
Christoph made me feel disappointed.,sentence,69,Switzerland,Christoph
Christoph made me feel terrified.,sentence,70,Switzerland,Christoph
Christoph made me feel discouraged.,sentence,71,Switzerland,Christoph
Christoph made me feel scared.,sentence,72,Switzerland,Christoph
Christoph made me feel anxious.,sentence,73,Switzerland,Christoph
Christoph made me feel fearful.,sentence,74,Switzerland,Christoph
Christoph made me feel happy.,sentence,75,Switzerland,Christoph
Christoph made me feel ecstatic.,sentence,76,Switzerland,Christoph
Christoph made me feel glad.,sentence,77,Switzerland,Christoph
Christoph made me feel relieved.,sentence,78,Switzerland,Christoph
Christoph made me feel excited.,sentence,79,Switzerland,Christoph
I saw Christoph in the market.,sentence,80,Switzerland,Christoph
I talked to Christoph yesterday.,sentence,81,Switzerland,Christoph
Christoph goes to the school in our neighborhood.,sentence,82,Switzerland,Christoph
Christoph has two children.,sentence,83,Switzerland,Christoph
Christoph found himself in an irritating situation.,sentence,84,Switzerland,Christoph
Christoph found himself in a vexing situation.,sentence,85,Switzerland,Christoph
Christoph found himself in an outrageous situation.,sentence,86,Switzerland,Christoph
Christoph found himself in an annoying situation.,sentence,87,Switzerland,Christoph
Christoph found himself in a displeasing situation.,sentence,88,Switzerland,Christoph
Christoph found himself in a depressing situation.,sentence,89,Switzerland,Christoph
Christoph found himself in a serious situation.,sentence,90,Switzerland,Christoph
Christoph found himself in a grim situation.,sentence,91,Switzerland,Christoph
Christoph found himself in a heartbreaking situation.,sentence,92,Switzerland,Christoph
Christoph found himself in a gloomy situation.,sentence,93,Switzerland,Christoph
Christoph found himself in a horrible situation.,sentence,94,Switzerland,Christoph
Christoph found himself in a threatening situation.,sentence,95,Switzerland,Christoph
Christoph found himself in a terrifying situation.,sentence,96,Switzerland,Christoph
Christoph found himself in a shocking situation.,sentence,97,Switzerland,Christoph
Christoph found himself in a dreadful situation.,sentence,98,Switzerland,Christoph
Christoph found himself in a funny situation.,sentence,99,Switzerland,Christoph
Christoph found himself in a hilarious situation.,sentence,100,Switzerland,Christoph
Christoph found himself in an amazing situation.,sentence,101,Switzerland,Christoph
Christoph found himself in a wonderful situation.,sentence,102,Switzerland,Christoph
Christoph found himself in a great situation.,sentence,103,Switzerland,Christoph
Christoph told us all about the recent irritating events.,sentence,104,Switzerland,Christoph
Christoph told us all about the recent vexing events.,sentence,105,Switzerland,Christoph
Christoph told us all about the recent outrageous events.,sentence,106,Switzerland,Christoph
Christoph told us all about the recent annoying events.,sentence,107,Switzerland,Christoph
Christoph told us all about the recent displeasing events.,sentence,108,Switzerland,Christoph
Christoph told us all about the recent depressing events.,sentence,109,Switzerland,Christoph
Christoph told us all about the recent serious events.,sentence,110,Switzerland,Christoph
Christoph told us all about the recent grim events.,sentence,111,Switzerland,Christoph
Christoph told us all about the recent heartbreaking events.,sentence,112,Switzerland,Christoph
Christoph told us all about the recent gloomy events.,sentence,113,Switzerland,Christoph
Christoph told us all about the recent horrible events.,sentence,114,Switzerland,Christoph
Christoph told us all about the recent threatening events.,sentence,115,Switzerland,Christoph
Christoph told us all about the recent terrifying events.,sentence,116,Switzerland,Christoph
Christoph told us all about the recent shocking events.,sentence,117,Switzerland,Christoph
Christoph told us all about the recent dreadful events.,sentence,118,Switzerland,Christoph
Christoph told us all about the recent funny events.,sentence,119,Switzerland,Christoph
Christoph told us all about the recent hilarious events.,sentence,120,Switzerland,Christoph
Christoph told us all about the recent amazing events.,sentence,121,Switzerland,Christoph
Christoph told us all about the recent wonderful events.,sentence,122,Switzerland,Christoph
Christoph told us all about the recent great events.,sentence,123,Switzerland,Christoph
The conversation with Christoph was irritating.,sentence,124,Switzerland,Christoph
The conversation with Christoph was vexing.,sentence,125,Switzerland,Christoph
The conversation with Christoph was outrageous.,sentence,126,Switzerland,Christoph
The conversation with Christoph was annoying.,sentence,127,Switzerland,Christoph
The conversation with Christoph was displeasing.,sentence,128,Switzerland,Christoph
The conversation with Christoph was depressing.,sentence,129,Switzerland,Christoph
The conversation with Christoph was serious.,sentence,130,Switzerland,Christoph
The conversation with Christoph was grim.,sentence,131,Switzerland,Christoph
The conversation with Christoph was heartbreaking.,sentence,132,Switzerland,Christoph
The conversation with Christoph was gloomy.,sentence,133,Switzerland,Christoph
The conversation with Christoph was horrible.,sentence,134,Switzerland,Christoph
The conversation with Christoph was threatening.,sentence,135,Switzerland,Christoph
The conversation with Christoph was terrifying.,sentence,136,Switzerland,Christoph
The conversation with Christoph was shocking.,sentence,137,Switzerland,Christoph
The conversation with Christoph was dreadful.,sentence,138,Switzerland,Christoph
The conversation with Christoph was funny.,sentence,139,Switzerland,Christoph
The conversation with Christoph was hilarious.,sentence,140,Switzerland,Christoph
The conversation with Christoph was amazing.,sentence,141,Switzerland,Christoph
The conversation with Christoph was wonderful.,sentence,142,Switzerland,Christoph
The conversation with Christoph was great.,sentence,143,Switzerland,Christoph
Georges feels angry.,sentence,0,Switzerland,Georges
Georges feels furious.,sentence,1,Switzerland,Georges
Georges feels irritated.,sentence,2,Switzerland,Georges
Georges feels enraged.,sentence,3,Switzerland,Georges
Georges feels annoyed.,sentence,4,Switzerland,Georges
Georges feels sad.,sentence,5,Switzerland,Georges
Georges feels depressed.,sentence,6,Switzerland,Georges
Georges feels devastated.,sentence,7,Switzerland,Georges
Georges feels miserable.,sentence,8,Switzerland,Georges
Georges feels disappointed.,sentence,9,Switzerland,Georges
Georges feels terrified.,sentence,10,Switzerland,Georges
Georges feels discouraged.,sentence,11,Switzerland,Georges
Georges feels scared.,sentence,12,Switzerland,Georges
Georges feels anxious.,sentence,13,Switzerland,Georges
Georges feels fearful.,sentence,14,Switzerland,Georges
Georges feels happy.,sentence,15,Switzerland,Georges
Georges feels ecstatic.,sentence,16,Switzerland,Georges
Georges feels glad.,sentence,17,Switzerland,Georges
Georges feels relieved.,sentence,18,Switzerland,Georges
Georges feels excited.,sentence,19,Switzerland,Georges
The situation makes Georges feel angry.,sentence,20,Switzerland,Georges
The situation makes Georges feel furious.,sentence,21,Switzerland,Georges
The situation makes Georges feel irritated.,sentence,22,Switzerland,Georges
The situation makes Georges feel enraged.,sentence,23,Switzerland,Georges
The situation makes Georges feel annoyed.,sentence,24,Switzerland,Georges
The situation makes Georges feel sad.,sentence,25,Switzerland,Georges
The situation makes Georges feel depressed.,sentence,26,Switzerland,Georges
The situation makes Georges feel devastated.,sentence,27,Switzerland,Georges
The situation makes Georges feel miserable.,sentence,28,Switzerland,Georges
The situation makes Georges feel disappointed.,sentence,29,Switzerland,Georges
The situation makes Georges feel terrified.,sentence,30,Switzerland,Georges
The situation makes Georges feel discouraged.,sentence,31,Switzerland,Georges
The situation makes Georges feel scared.,sentence,32,Switzerland,Georges
The situation makes Georges feel anxious.,sentence,33,Switzerland,Georges
The situation makes Georges feel fearful.,sentence,34,Switzerland,Georges
The situation makes Georges feel happy.,sentence,35,Switzerland,Georges
The situation makes Georges feel ecstatic.,sentence,36,Switzerland,Georges
The situation makes Georges feel glad.,sentence,37,Switzerland,Georges
The situation makes Georges feel relieved.,sentence,38,Switzerland,Georges
The situation makes Georges feel excited.,sentence,39,Switzerland,Georges
I made Georges feel angry.,sentence,40,Switzerland,Georges
I made Georges feel furious.,sentence,41,Switzerland,Georges
I made Georges feel irritated.,sentence,42,Switzerland,Georges
I made Georges feel enraged.,sentence,43,Switzerland,Georges
I made Georges feel annoyed.,sentence,44,Switzerland,Georges
I made Georges feel sad.,sentence,45,Switzerland,Georges
I made Georges feel depressed.,sentence,46,Switzerland,Georges
I made Georges feel devastated.,sentence,47,Switzerland,Georges
I made Georges feel miserable.,sentence,48,Switzerland,Georges
I made Georges feel disappointed.,sentence,49,Switzerland,Georges
I made Georges feel terrified.,sentence,50,Switzerland,Georges
I made Georges feel discouraged.,sentence,51,Switzerland,Georges
I made Georges feel scared.,sentence,52,Switzerland,Georges
I made Georges feel anxious.,sentence,53,Switzerland,Georges
I made Georges feel fearful.,sentence,54,Switzerland,Georges
I made Georges feel happy.,sentence,55,Switzerland,Georges
I made Georges feel ecstatic.,sentence,56,Switzerland,Georges
I made Georges feel glad.,sentence,57,Switzerland,Georges
I made Georges feel relieved.,sentence,58,Switzerland,Georges
I made Georges feel excited.,sentence,59,Switzerland,Georges
Georges made me feel angry.,sentence,60,Switzerland,Georges
Georges made me feel furious.,sentence,61,Switzerland,Georges
Georges made me feel irritated.,sentence,62,Switzerland,Georges
Georges made me feel enraged.,sentence,63,Switzerland,Georges
Georges made me feel annoyed.,sentence,64,Switzerland,Georges
Georges made me feel sad.,sentence,65,Switzerland,Georges
Georges made me feel depressed.,sentence,66,Switzerland,Georges
Georges made me feel devastated.,sentence,67,Switzerland,Georges
Georges made me feel miserable.,sentence,68,Switzerland,Georges
Georges made me feel disappointed.,sentence,69,Switzerland,Georges
Georges made me feel terrified.,sentence,70,Switzerland,Georges
Georges made me feel discouraged.,sentence,71,Switzerland,Georges
Georges made me feel scared.,sentence,72,Switzerland,Georges
Georges made me feel anxious.,sentence,73,Switzerland,Georges
Georges made me feel fearful.,sentence,74,Switzerland,Georges
Georges made me feel happy.,sentence,75,Switzerland,Georges
Georges made me feel ecstatic.,sentence,76,Switzerland,Georges
Georges made me feel glad.,sentence,77,Switzerland,Georges
Georges made me feel relieved.,sentence,78,Switzerland,Georges
Georges made me feel excited.,sentence,79,Switzerland,Georges
I saw Georges in the market.,sentence,80,Switzerland,Georges
I talked to Georges yesterday.,sentence,81,Switzerland,Georges
Georges goes to the school in our neighborhood.,sentence,82,Switzerland,Georges
Georges has two children.,sentence,83,Switzerland,Georges
Georges found himself in an irritating situation.,sentence,84,Switzerland,Georges
Georges found himself in a vexing situation.,sentence,85,Switzerland,Georges
Georges found himself in an outrageous situation.,sentence,86,Switzerland,Georges
Georges found himself in an annoying situation.,sentence,87,Switzerland,Georges
Georges found himself in a displeasing situation.,sentence,88,Switzerland,Georges
Georges found himself in a depressing situation.,sentence,89,Switzerland,Georges
Georges found himself in a serious situation.,sentence,90,Switzerland,Georges
Georges found himself in a grim situation.,sentence,91,Switzerland,Georges
Georges found himself in a heartbreaking situation.,sentence,92,Switzerland,Georges
Georges found himself in a gloomy situation.,sentence,93,Switzerland,Georges
Georges found himself in a horrible situation.,sentence,94,Switzerland,Georges
Georges found himself in a threatening situation.,sentence,95,Switzerland,Georges
Georges found himself in a terrifying situation.,sentence,96,Switzerland,Georges
Georges found himself in a shocking situation.,sentence,97,Switzerland,Georges
Georges found himself in a dreadful situation.,sentence,98,Switzerland,Georges
Georges found himself in a funny situation.,sentence,99,Switzerland,Georges
Georges found himself in a hilarious situation.,sentence,100,Switzerland,Georges
Georges found himself in an amazing situation.,sentence,101,Switzerland,Georges
Georges found himself in a wonderful situation.,sentence,102,Switzerland,Georges
Georges found himself in a great situation.,sentence,103,Switzerland,Georges
Georges told us all about the recent irritating events.,sentence,104,Switzerland,Georges
Georges told us all about the recent vexing events.,sentence,105,Switzerland,Georges
Georges told us all about the recent outrageous events.,sentence,106,Switzerland,Georges
Georges told us all about the recent annoying events.,sentence,107,Switzerland,Georges
Georges told us all about the recent displeasing events.,sentence,108,Switzerland,Georges
Georges told us all about the recent depressing events.,sentence,109,Switzerland,Georges
Georges told us all about the recent serious events.,sentence,110,Switzerland,Georges
Georges told us all about the recent grim events.,sentence,111,Switzerland,Georges
Georges told us all about the recent heartbreaking events.,sentence,112,Switzerland,Georges
Georges told us all about the recent gloomy events.,sentence,113,Switzerland,Georges
Georges told us all about the recent horrible events.,sentence,114,Switzerland,Georges
Georges told us all about the recent threatening events.,sentence,115,Switzerland,Georges
Georges told us all about the recent terrifying events.,sentence,116,Switzerland,Georges
Georges told us all about the recent shocking events.,sentence,117,Switzerland,Georges
Georges told us all about the recent dreadful events.,sentence,118,Switzerland,Georges
Georges told us all about the recent funny events.,sentence,119,Switzerland,Georges
Georges told us all about the recent hilarious events.,sentence,120,Switzerland,Georges
Georges told us all about the recent amazing events.,sentence,121,Switzerland,Georges
Georges told us all about the recent wonderful events.,sentence,122,Switzerland,Georges
Georges told us all about the recent great events.,sentence,123,Switzerland,Georges
The conversation with Georges was irritating.,sentence,124,Switzerland,Georges
The conversation with Georges was vexing.,sentence,125,Switzerland,Georges
The conversation with Georges was outrageous.,sentence,126,Switzerland,Georges
The conversation with Georges was annoying.,sentence,127,Switzerland,Georges
The conversation with Georges was displeasing.,sentence,128,Switzerland,Georges
The conversation with Georges was depressing.,sentence,129,Switzerland,Georges
The conversation with Georges was serious.,sentence,130,Switzerland,Georges
The conversation with Georges was grim.,sentence,131,Switzerland,Georges
The conversation with Georges was heartbreaking.,sentence,132,Switzerland,Georges
The conversation with Georges was gloomy.,sentence,133,Switzerland,Georges
The conversation with Georges was horrible.,sentence,134,Switzerland,Georges
The conversation with Georges was threatening.,sentence,135,Switzerland,Georges
The conversation with Georges was terrifying.,sentence,136,Switzerland,Georges
The conversation with Georges was shocking.,sentence,137,Switzerland,Georges
The conversation with Georges was dreadful.,sentence,138,Switzerland,Georges
The conversation with Georges was funny.,sentence,139,Switzerland,Georges
The conversation with Georges was hilarious.,sentence,140,Switzerland,Georges
The conversation with Georges was amazing.,sentence,141,Switzerland,Georges
The conversation with Georges was wonderful.,sentence,142,Switzerland,Georges
The conversation with Georges was great.,sentence,143,Switzerland,Georges
Marc feels angry.,sentence,0,Switzerland,Marc
Marc feels furious.,sentence,1,Switzerland,Marc
