example,toxicity,sa,toxicity_val
@Schofe oh no you've given away the ending....,0,0,0.11336851
“@angelaxo_xo: Basically. #WSHH oomf  https://t.co/szobI9O9iE” this is perfect and his voice is great so,0,2,0.044018567
RT @justinbieber: hey everyone need your help.  Request ONE TIME at your local radio station and spread the word.  Need to get the spins up…,0,1,0.038286008
RT @_dspxo: Happy birthday ☺️🎉 @T_Thomp7,0,2,0.028280366
I'm now online; cum visit me here &suts=1411336689 or check out my profile &suts=1411336688 online!,0,1,0.049149286
Good night guys! School tomorrow 📚😭 #hatemondays http://t.co/YQDMCnWzHd,0,2,0.04665456
i wish i was going to see @Drake,0,2,0.12239182
@GkBoro69 might just do that #totofwhiskey,0,1,0.09573411
RT @THEMAZElSACODE: *entire movie theatre clapping* 👏👏👏*standing ovation* 👏👏👏#MazeRunner @dylanobrien @PoulterWill @kihonglee @kScodders ht…,0,2,0.044789605
@cwilbrand Here you go: http://t.co/VIjTeB0xfz,0,1,0.04353803
RT @minaaa1_: don't think I'm pushing you away when you're the one I get closest,0,1,0.048853725
"Yeah ""@bhulaskonsult: @j_sweet10 LOL.... I hope you're smiling right now""",0,2,0.053407647
Monday Dinner specials: http://t.co/urluESbtPc.,0,1,0.13752823
@Liesel_S Not poisonous. Very few UK spiders are. Not to humans anyway. A fine specimen!,0,2,0.2749736
"@JakeMaydayP @WeTheDan @lindseybell Takes one to know one, Jake!",0,1,0.04108031
That is … bizarre MT @albanymuskrat: I do have to admit that the diving horse was long gone by the late 1930s http://t.co/WiJwB8yXJD,0,1,0.18714862
"#Autocar  Toyota spends $1 million per hour on R&D, and you should be thrilled to hear that not all of it is s...  http://t.co/bOag16l2xt",0,2,0.068681024
"[CFIA] Food recall warning - allergy (Wheat, Gluten) - Canned Szuhsien Bran Dough http://t.co/UDG5PPR70p",0,0,0.18526156
💙💚💙💚💙💚  DO YOU LOVE ME MATTHEW?🙊🙈 Because I love you from the Infinity and Beyond💞 @TheMattEspinosa  💙💚💙💚💙💚 x4643,0,2,0.032500464
"Have you loved someone so much, that you can't stop think about? that's what i feel about you! FOLLOW ME @Louis_Tomlinson ⋆*❁*⋆ฺ｡* 4,836",0,2,0.03241763
i reLly want egg fried rice right now,0,1,0.32713634
RT @best_coast: Best fan art ever http://t.co/RWjy8RM4Yn,0,2,0.048670013
Doing my THING in Kingston praise the LORD http://t.co/JrKIlpfF1E,0,2,0.11044269
RT @AustinMahone: I ain't never felt a love like this. I ain't never fell this hard before.,0,0,0.10156003
RELOAD and Run the ‘Rocks 5k http://t.co/8cPwmnJVl8,0,1,0.124688454
Hizaa! There is a REAL messaging app for #instagramers! Go to instamessage_app download and chat with… http://t.co/NLDUzfZk51,0,2,0.065014556
And idk what to do now,0,0,0.3003014
RT @dancohen3000: Zionist terror group Lehi hid weapons in synagogues. Israel bombed 73 mosques in Gaza under the same pretext. http://t.co…,0,0,0.37854922
Hi Michael Cliiford from 5SOS^^ @Michael5SOS   We Finish Each Others.. SANDWICHES!  Follow us Pretty please?♡  ME and @PartyOnNarry♡  15 815,0,2,0.049500506
@AustinMahone hahaha :') I love you so much <3 x134 http://t.co/r08G2UCSWj,0,2,0.03332802
#StLouis county offers a course on how to Win the Media after shooting an unarmed teenager. https://t.co/UxRFYvYJB9,0,0,0.3364144
@JaiBrooks1 can you please tweet me a selfie ilysm 💖💖💖💖,0,2,0.027750831
@geraintnewman Thank YOU for your support! Please say hello to your son for us :),0,2,0.018953735
@jbrue_14 @TroySterling4 you too ,0,1,0.056033637
"Happy 10 years to the best television show EVER created, Lost. Rewatch this beauty every year. Lostie for life. #10YearsOfLost",0,2,0.050078727
“Good public transport is key to social inclusion” http://t.co/cx7XjtaxXS,0,2,0.08621201
I knew it. So money is the bestie ??,0,1,0.17880543
RT @Louis_Tomlinson: Shows have been amazing this tour !!,0,2,0.02524915
"Yes boss! RT @groovyjnr: ""@omg_its_abdul: Yello diamonds in my Yesus..."" Cake cake cake cake oh,500million I got a pound cake!",0,2,0.11295905
RT @TheUggMagnet: Sade is just so beautiful.,0,2,0.034920752
"I’m watching ""The Twilight Saga: Eclipse"" and earning great rewards from #ViggleTV   #viggle #thetwilightsagaeclipse",0,2,0.045709863
@_Idk_MyBffJill @FaithgotdaBait Lmaooo real cute,0,2,0.084967665
RT @Louis_Tomlinson: Do you like the sound of steal my girl ? :),0,2,0.14670266
“@GuysTech: Wireless Electric Audi http://t.co/gl1fFG7ZEy” 😍😍😍😍😍😍😍,0,2,0.055674013
I love pasta salad 😍,0,2,0.18842801
"Social Security Tribunal saves money, but hears fewer appeals http://t.co/dXRWesyqgD",0,1,0.12529673
Sierra Leone’s three-day Ebola shutdown ends http://t.co/2bgTEyn3Zi via @naijaxclusive,0,1,0.09945758
I'm so out of it today😣,0,0,0.28898147
RT @HarvardBiz: Move beyond cultural assumptions -- and ease conflict on your team http://t.co/bvdKQwkDZf http://t.co/K2mFdczxQt,0,1,0.055977587
RT @snow_wise_ski: Autumn can be magical in the Alps! http://t.co/knIizYKyVn #Hintertux #skiing http://t.co/lNHZ50lttH,0,2,0.054037027
When I worked for a Clinic with over 48 physicians and NONE of them would get them....yeah.  I'm good.,0,1,0.13262416
City council to consider sale of block of 103rd street in arena district http://t.co/pNAFbFdbOm via @EdmontonJournal #CRE #Edmonton,0,1,0.06932245
RT @rwessa_: #بن_دبا Who is he 😕 ?!,0,1,0.105532914
RT @NiallOfficial: you guys wanna know what steal my girl sounds like ?? http://t.co/L6XXOW3krD,0,1,0.17768869
why am I watching jerry springer,0,0,0.1483412
@InfernoSilver @snboxing @efronb Cable companies are outdated in general. How is it that it would've cost me extra for fewer channels?,0,0,0.16849376
RT @Reed_Rory4: I fall asleep anywhere & everywhere,0,1,0.13167699
RT @TeezyWUN: Ain't lurked all day. 🙌 look at Gawd 😩,0,1,0.16821739
"think I'm genuinely like the only person who doesn't watch friends, lol",0,1,0.32806176
@Iephise its teeth get taken out,0,1,0.38553166
RT @Ruppism_: What country do you live in?,0,1,0.06510346
RT @camilavega0602: Exausted 😓,0,0,0.120129384
In business nothing happens until Something is Sold!- Alex Mandossian  #successlevelcoaching,0,1,0.050416034
OG kush you know I smoke the best smoke 🍃🍪🔥😤🔥,0,2,0.39169395
Shout out @racheyrach_98 you're the real MVP ✊👌 #Algebruhhh2,0,2,0.037100468
"RT @gatesfoundation: ""If I can space the births of my children I can feed them"" - @MelindaGates on what women tell her around the world #20…",0,1,0.08113278
QUe good me cae Mili,0,1,0.24256589
@cupsmom25 And our work here is done ;),0,2,0.025617925
I'm goin to Cajun steamers on my bday. I've been craving it for the longest,0,2,0.2198953
"If you can make me laugh, you're automatically more attractive to me",0,2,0.15380538
Got a busy week this week including working with The talented @BenEarth tomorrow on some personally created music just for me😉🎶 #MJ #heehee,0,2,0.032443184
@adolfswift @tyleroakley *nice 😅😋,0,2,0.06584376
He's done. Thank the lort. 😭🙌,0,2,0.05294001
"""If I could, I'd bottle up the way you look at me."" #mcm http://t.co/s6y51l3DUD",0,1,0.07079599
in the mood for some chicken fries,0,1,0.39323586
I am working with my friend tracyguns68 and we ordered tacos and he got this can that says 'Share a… http://t.co/buDEjoXwB2,0,1,0.11762983
RT @celpgs: “@Clem_demnve: OVERDOSE”,0,1,0.084603906
@hipsterxcake Hey can you please rt this? Its to win derpcon tickets ily xx https://t.co/pqGyXuf34p,0,2,0.03370506
"""@iainmacwhirter: Scots thought this was about their future - turns out it was all about setting up an English parliament."" Tricked",0,0,0.10243567
RT @JillSimpsonizer: Extremely in love with my new keyboard! Hehe hello @allisimpson 🙈😍💖 http://t.co/UI7pO0AMoY,0,2,0.02910163
@Huma_khaan @ArshnurMeghani  I wanna search new word 4 PMLN  beghairat  its not enough 2 explain.guys help me 2 find right word 4 them plzz,0,0,0.11450273
RT @NME: Jake Bugg: 'Manufactured pop bands don't have any soul' http://t.co/eZ83cyPx0o,0,0,0.22791608
So my day was not so good ;-( just pray i get it :-|:-(,0,0,0.113722585
Bro this was us at the club 😂😂😂 @T_HERBO http://t.co/ANs4f55vRz,0,1,0.15139833
"#OpenFollow Phones 4U to shed almost 1,700 jobs: Almost 1,700 jobs to go at the failed mobile ... http://t.co/lNd0AuK41l #TeamFollowBack",0,0,0.11960947
@AmyDougill we just randomly sung it as a duet 😂,0,1,0.067020886
"""There's always a man, dude. He just wears a different uniform.""",0,1,0.18926468
"RT @Usher: Yearly, CA spends $62.3k per prisoner vs. $9.1k per K-12 student. Be #BiggerThan & support more #SchoolsNotPrisons! http://t.co/…",0,1,0.14293252
"Watching a movie about call girls with the blinds wide open as the school bus goes by, hi kids!",0,1,0.23552918
dunkin is the only thing that will be helping me make it through the morning today,0,2,0.1227141
RT @Eromgnol: @richardblogger @Archangelolill Tories know nothing of democracy,0,0,0.13861482
Is there any way that I could meet The Vamps tomorrow?,0,1,0.043069035
"@CHartleyPhotos I had a thought you loved planes, don't know why...haha! A wel meant thank you for your always beautiful pictures!",0,2,0.04207898
Should really get my provisional😄,0,2,0.18208817
"RT @GeoffTalbot: Practice, try things, take risks, put yourself out there.",0,1,0.046273913
kinda wanna be in a group chat with some mutuals,0,1,0.17378904
RT @lmaomelissa: boyS!!!! BOYS!!!! bOYS!!!!!,0,1,0.17541498
RT @ArianaGrande: all my love & support to aliciakeys #wearehere #love ! http://t.co/I8PZm9G1Qt,0,2,0.030680751
Definitely One Of My Favorite Places On This Planet http://t.co/yF5zAhcT21,0,2,0.18081589
RT @BigBigSing: We love a flashmob choir! MT @ExaltationChoir: really well thanks!  Bride loved it! Only the groom and bestwoman knew we wo…,0,2,0.032457072
"Despite security and regulatory concerns, #cloud services are doubling their share of the IT market each year.",0,2,0.119449854
RT @WorIdStarComedy: My IPhone 6 😍😍 http://t.co/sgrjV1F7ol,0,2,0.047283
RT @honestfandom: Little Mix http://t.co/81eLCU63t9,0,1,0.05961764
"@AustinMahone My God, 7 million mahomie, I'm so happy for you, each day earning more ♥",0,2,0.030114844
Saw my uncle for the first time in like 12 years,0,1,0.16071756
@ACInvestorBlog What upside levels do you see for GTAT ?  massivew volume here now,0,1,0.06620128
@ExceL_iLluSioNs @MylesRuck nah we already have one mate,0,1,0.079809226
"RT @AshevilleSoxFan: @RussellHartness thanks for the follow, I'd like to see the M's get there this yr",0,2,0.032702383
OI NAH @DerrenBrown IS ON CHANNEL FOUR MATE,0,1,0.105993554
@SaraMegibow Thanks for the suggestion.  Have tried a few but still searching!  Appreciate the response and good luck with your authors!,0,2,0.026107976
craving a McDonalds cheeseburger,0,1,0.33848915
@QNBGroup my internet connection and browser are fine - Twitter is working right? Try the link under 1. Register - http://t.co/W0k5ETLeOj??,0,2,0.04542158
"@Kolakube_5 haha probably not, older people aren't quick enough!!",0,0,0.13488683
RT @RiffRaff41: Dentist school - not terrifying at all. http://t.co/KyvqBrR0Ge,0,2,0.108822115
RT @9GAG: Found this on my English teacher's desk http://t.co/u1x5fCzyNz http://t.co/YUlBgE2O2A,0,1,0.05928712
"RT @nourhanyusef: My thoughts take me away, faraway into this dark and ugly place.",0,0,0.3567299
RT @d_slavica: Painter....👼💞 http://t.co/yAsY9Sy8wN,0,1,0.040712744
@SQLChicken @aspiringgeek @SQLHA @BrentO @DBArgenis @peschkaj @GlennAlanBerry hugs . . . I'm on the safe side of the pond ;-),0,2,0.06591307
"""@TheFunnyTeens: me walking into school http://t.co/D6mdGB83bY"" 😂😂😂",0,1,0.12681197
@fitch_logan I'm glad you enjoy them!  I'm trying hard to get another article out before WTC...but not sure I'll be able to. Work is crazy,0,2,0.18834402
I'm just going to put this here...http://t.co/gCYB2ge1yY,0,1,0.1097006
"@jodadsorad a good man bun is like, insta-tingles.",0,1,0.19820686
RT @unbounce: Some inspiring ideas -> 20+ Guerrilla Marketing Examples & Strategies: http://t.co/ROrowvZ09Z via @WordStream http://t.co/OLj…,0,2,0.04104768
RT @justinbieber: To start something new... http://t.co/dOHo7ZwpsF,0,1,0.043476157
@keepyour2sense young boi lol,0,1,0.3824552
"""Not just how much can we spend, but how can we invest it."" #education @CorbettforGov nicely done, sir.",0,2,0.042380538
@JessKnott I've always been sewnd x,0,1,0.058493838
@Me_Solo_Dolo how much it be?,0,1,0.052147806
The truth behind Rev's retirement finally comes out. “@stringsays: Well this is disconcerting http://t.co/QzRjZPv6yP”,0,0,0.11079768
"@_lacory cool , ima leave it alone for now , but remember what you said ✌️",0,2,0.06685747
Goooooood nightt !! http://t.co/36FvDO6uez,0,2,0.26936573
Everyday when babe gets home from work he always thank me for cleaning and says how nice the house looks,0,2,0.07270873
RT @princessx3__: My teacher Trynna fail me on purpose I swear,0,0,0.30938473
"RT @brittanaylii: ""Though your heart and flesh may fail you, I am your faithful strength. I am with you wherever you go.""",0,2,0.0610391
RT @CelebrateNVRD: A14: #CelebrateNVRD trended twice last yr! Be part of the trend tomm & tell your friends to reg. to vote. #ItsMyVote htt…,0,2,0.03938188
@Vaalery_babes can I go to your house,0,1,0.053616982
I guess ill just go with the flow.,0,1,0.23721851
"Teaching Banned Books During Banned Books Week: While some parents want certain books removed from schools, te... http://t.co/wIEYPwWPCT",0,1,0.09740566
Really want to go camping.,0,2,0.166679
"Her children become the baby's brothers and sisters, and her husband becomes another father for the baby #islam .",0,1,0.20881958
"Saw this the other day & 4got 2 share. I'll take foods that start w/ the letter ""q"". http://t.co/Ftn2lmKVGI",0,1,0.11699005
RT @ddlovato: @BeaMiller See you soon!!!!!! 😜💗💕💖 #DEMIWORLDTOUR,0,2,0.02203408
RT @suziesaurus: Delicious empanadas by @delakusina for dinner tonight! @angelicaDLR http://t.co/3MTK0fPL02,0,2,0.055181883
"""Eventually you will come to understand that love heals everything, and love is all there is."" - Gary Zukav",0,2,0.04887267
so happy that the voice is on right now💁,0,2,0.0342482
There's a reason why the windshield is bigger than the rear view mirror,0,1,0.13952418
RT @wizkhalifa: Have you been good to yourself today?,0,1,0.031259228
"@ruakichan ugh, metareshiram. i've actually linked the vid before, but in a more private space iirc...",0,1,0.13075829
RT @PRAYINGFORHEAD: teaching my daughter an important #lifelesson. https://t.co/HqLAYBkN8g,0,2,0.048761234
"RT @equalman: In a world where privacy is dead, integrity & honesty are the keys to a strong digital reputation. #MMchat",0,1,0.09806793
RT @WalkingDead_AMC: We’ve got you covered. Only three weeks until the new season premiere. #TWD http://t.co/03toH2GmL0,0,2,0.027374601
"Ma money ain't right, bills piling up and it ain't cause I don't grind, that's just life for some of us",0,0,0.33513665
"RT @5SOS: USA & MEXICO, you guys will finally be able to download the Amnesia EP tomorrow !! 😁😁 http://t.co/bYfe8g2auu",0,2,0.03674033
RT @NiallOfficial: Now that's how u sleep! Went to bed at 2 am and just woke up now 6pm! clearly needed that,0,2,0.059251145
@TheMattEspinosa did you know your a cinnamon apple? http://t.co/KIHhebyvDG 🌚8,0,1,0.051645793
RT @mattsmarkers: @esponiff I love you omg,0,2,0.0398623
Flat iron my hair at 12 tonight so it can look fleek on TV Tomorrow,0,1,0.19121002
RT @DejaBeLike_: That support alone will help him go to much higher places in life.,0,2,0.038619734
RT @justinbieber: Just posted a #selfie on @shots http://t.co/uw2HTjWL2g,0,1,0.053245302
#mcm my little sweetie boy! 😘 http://t.co/jSzeYHswdl,0,2,0.04033632
RT @6LACK: Break from ATL http://t.co/BmFL7hu0Lx,0,1,0.059598573
I am such a big fan of @TheVoice_TF1 So many great a) singers!!,0,2,0.03703025
@blakeshelton looks so good in that red chair #TheVoice,0,2,0.072108984
Im saving my love for you 💜🎶,0,2,0.039340787
But once you get to know me you'll see the soft side of me,0,2,0.06269432
The fun went from 10 to 0 real quick for me. http://t.co/sucXlt2xXi,0,1,0.22152564
@DoranGary @TravisRodgers  almost out of Texas,0,1,0.0759849
RT @ArianaGrande: gonna take a deep breath & try to not punish myself for the typo I made in my last tweet for the next day n a half #donny*,0,1,0.24399216
@Haxx_nV @Hall_nV phew* finally got my head around this co lead mess. The last point is key. Grats Hall,0,2,0.1692854
matthew can u make my bio to something no one would ever think of,0,1,0.13274865
@C7Bernal the nation holds its breath,0,1,0.05558719
"@EWErickson @Talkmaster She ""donated"" the money to a fund she was ""executive director"" of? Shorter...she kept it. 15 seconds of fame is up.",0,1,0.11297017
“@LifeofaPrincess: I WOULD DIE OF HAPPINESS 😭😍 http://t.co/brskPMUU4M”👏👏,0,2,0.12882717
If one day I am given a moment in solitude with you. I will trample the two worlds underfoot and dance forever.,0,2,0.09710183
@marsroverdriver does that mean we can’t hang out any more? Congratulations to you and @marssciencegrad by the way ^_^,0,2,0.038151704
Tanning is so relaxing I love it,0,2,0.1309518
"""@Wondad_MommyKyu: KKKYYYYAAAA!!!!!VERY HANDSOME >,< <3 ^_^""@siwon407: under the stage. http://t.co/lUU05ivx5S""""",0,2,0.12648219
"RT @miladayle: I'm at real publicidade in natal, rn https://t.co/FqDSealmKJ",0,1,0.062729985
What if I told you that your feelings of inadequacy are in no way correlated w/ the quality or amount of work that you do? #mentalhealth,0,0,0.13070542
(2/2) They evolved into the Taliban & launched al Qaeda into the world. Be careful who u arm. U may be arming ur future enemy. #ISIS #Syria,0,0,0.24420832
"@KidrauhlOLLGs I challenge you to send this tweet to thirty beliebers, do not break the chain #EMABiggestFansJustinBieber",0,1,0.062937334
"@ncixwheels Any opinion, wheels?",0,1,0.048395466
RT @Kate_Duffy: The perfect hump day in Tropical North @Queensland  #exploreTNQ #thisisQueensland #seeaustralia http://t.co/w4E0o3Lylw,0,2,0.04806664
"@veebhaanand When it comes to being happy, there is no right or wrong. It's just a battle between your happiness and their judgement.",0,1,0.063941255
@LizTERINE_ lol miss you too hope collage is. Good,0,2,0.063383475
RT @lr3031: Good morning:  @GHOSTSERVICES @tide3146 @iljay @afuteacher1 @DMR_MI @Scully64 @libertyladyusa @TheaGood @arevagm @Fun2BTan @Tra…,0,2,0.0554244
"Anywho, fireball and tea actually do taste good together. It's an acquired taste. Like Los Angeles, coffee, and black women.",0,2,0.20451866
@Rebecca_read8 this is me 24/7 😂,0,1,0.10129779
@Jamiegirl1 for sure not their worst album. Sounds like fun.,0,2,0.109905854
I have no idea how to tweet properly,0,0,0.29512364
RT @8_Semesters: Parking on campus http://t.co/4oQndLB4wP,0,1,0.07175004
RT @omgWorIdImages: Growing Up Together http://t.co/RYYJThLYnf,0,1,0.044593442
I'm sick of watching success pass me by.  #makechangesuntilyoucatchit,0,0,0.14030588
Aww#HappyBirthdayTomFelton trended all day! Happy ☺☺☺,0,2,0.03211911
@PrizeBoost79944 No thank you money is not a problem :),0,2,0.040206242
@MattForte22 good luck tonight big dawg #BEARDOWN from Ireland,0,2,0.10836658
@Crispyporkbelly @Joturn33 @djrdman @gatorbrat696 @RaceHub Thanks but not me. So many others.,0,1,0.045777854
64G is not enough to store all songs I want to listen,0,1,0.08352621
RT @__KILLAA_: I don't hold grudges and I'm mature enough to fix a situation that had no business being broken,0,0,0.24069215
RT @BunchGrapesCF37: Yes yes yes!!!!! AA Welsh pub of the year 2014-15 so bloody happy http://t.co/fQXKuk9Jkz,0,2,0.105718195
I'm sleeping in dance I brought a blanket and everything,0,1,0.12283725
Where ever we look there is good and there is bad. If we don't keep a balanced perspective we end up going loopy. #HeavenAndHellIsHere,0,1,0.28118423
"Back to London now. Amazing week in LA, new @killthenoise collab, art, documentary, new & old friends, good times.",0,2,0.042079367
RT @WWERomanReigns: Finally headed home for some R&R!! My recliner is calling my name!! #Recovery #ASAP http://t.co/MZtkQTqNZS,0,2,0.038921006
mlrt is a MUST see . 😍,0,2,0.061395627
"Oh no no, Oh no no She's Confident... ♪ 󾠦󾠦",0,0,0.14551216
"RT @James_Buckley: Can I put myself forward for father of the year? I'm drunk at home right now, laughing at my eldest wrapping himself up …",0,1,0.3295393
"Onazi extends Lazio deal: Ogenyi Onazi has signed a two-year contract extension at Lazio, which will keep him ... http://t.co/yknYfFfChe",0,1,0.09858827
@jjbx_ well 🙈 http://t.co/IptIsltu8C,0,1,0.045608975
RT @GisseliiitaaaQ: Bry slides in my Dm's just to tell me el chisme 😂💀😎 @loveebry_69,0,1,0.14851668
Divorce the end of an error http://t.co/412dv5tVdN,0,0,0.2548621
"happy equinox beautiful friends ✨ #mauiliving #touchtheearth cooperyayas #equinox #byesummer @ Maui,… http://t.co/PCHq4pLCFP",0,2,0.041127574
RT @Harry_Styles: Shana Tova everyone celebrating .x,0,2,0.038740087
RT @caliiiiente: I have no motivation,0,0,0.11071542
RT @bandatsunset: You know what would be mad? Send us screenshots of you telling all your friends to watch #AtSunsetPerfect 🙊 https://t.co/…,0,1,0.082011804
RT @DreamHouseX: A natural pool carved out of stone. . http://t.co/zdpNIfGCbX,0,1,0.10920674
@MrHatchh OMG we're on fire,0,2,0.1758383
CONGRATES TO OUR TECHNICIANS ENGINEERS SCIENTISTS WHO PARTICIPATED IN MANGAL YAAN PARIYOJNA AND SUCCEEDED TO DAY IN THE  WORLD+,0,2,0.085217364
We need a couple more volunteers for this Saturday at Haven House! Email us if you are interested. http://t.co/G3KInAMYe1,0,1,0.03000579
VA|BESPOKE Intel: The Endorsement: Guinness For Breakfast http://t.co/XH51NzjdOl http://t.co/mM9cRpRGoM,0,1,0.082181305
RT @baby_braulio: @therobbiehanlon just want want to wish the bro a happy birthday. Wish I was with yall to celebrate. Can't wait to see ya…,0,2,0.055201948
RT @my_1star_so_ziK: @CokeStudio3rabi we would like to see @souka_official in your program thank you #مجانين_سوكا_وزيكو #SoukainaBoukries h…,0,2,0.04916276
Have to go to sleep 69 followers aye 😉 Goodnight!! - Lauren 😂✌,0,2,0.07817025
RT @AustinMahone: Having a little fun before bed 😌 https://t.co/HIp40bvFVO,0,2,0.061352156
"You gotta do what you gotta do to win, bro. @TeenGoten",0,2,0.12166624
RT @YallKnowTK: Us brown skins taking over 😏,0,1,0.09720502
@gynadee You rock Denise! Have a great day. #2A #UnitedWeStand,0,2,0.032087523
I hope that Gleneagles refuse to let him on the course looking like this.   https://t.co/zi3dJW7SVf,0,0,0.19044365
@JakeConti3 yes! We talk about the same thing 2 time...,0,2,0.060464367
Wanna go to digi tonight but like no ones out😔,0,0,0.22747846
So thankful for all the amazing gifts I got!! 🎁 #gifts #bacheloretteparty #bachelorette #thankful… http://t.co/euwUbhmbDB,0,2,0.040222477
RT @Mz_career_woman: Dare to be different #STAND OUT II# @JeanNelsonHall week celebration. Powered by @tapoutcrew_TOC  4th-12th Oct.....  D…,0,2,0.037869427
RT @tyleriacona: Good morning 😋,0,2,0.034758102
"RT @TypicalMsian: Your mind: ""I need to study"" Your body: ""Later lah""",0,1,0.10575515
RT @DjKingAssassin: Go watch #thekingassassinshow w/ @bigmizzie http://t.co/uUn5l534do,0,1,0.24543062
"I'm at Flying V in Pulung Maragul, Angeles City https://t.co/k7vqKB8n6R",0,1,0.14317007
First official Day Of FALL.!!! 😊🍁🍂🍃 http://t.co/LhnWlCsFzR,0,2,0.046880282
Dmitry Klokov at the Mr. Olympia this past weekend   https://t.co/neWjMnY6jZ http://t.co/8reEt1hFhT,0,1,0.086699486
coffee is my best friend 😍☕️,0,2,0.04912767
"@KikyWazzuzky @Pattz017 Dat photographer,  tho.",0,1,0.10595411
RT @drissawaked: Of defect saw the same job for the flaws of others.,0,1,0.08969521
@Hungryrican68 @cali_cathy @karenbreeze12 @MurraySRowe @kimcooklegal @lisa619 @Woodlady255 I slept very well.Sorry about ur headache((hugs)),0,2,0.09935671
"RT @_andstillhave: Fire alarms..electoral fraud..doors locked with people INSIDE the building..something doesn't add up, my friend WAS THER…",0,0,0.28005862
"@starfirelirry my school is in another ""town"" (borough in NYC terms) so takes like 30min to drive but 2hrs on two buses",0,1,0.09070134
@ArianaGrande you are my queen,0,2,0.03295911
RT @Louie_nV: Good morning,0,2,0.039950896
Petition for couch in the choir room,0,1,0.07711609
RT @RAWblunts: I want a new job,0,1,0.08076474
It's nice to only have class from 10-12 today.,0,2,0.12850995
I took 'What Holiday Parade Should You Attend?' and got 'You Should Go to a Thanksgiving Parade' http://t.co/NpGjcKgoHp via @blogthings,0,1,0.04937012
Miss home already ;)@AAndreasdonny @adventtiatiatia @endangaprasari @riodwiputraa @thomasgloria12 @WindaChristanti @yosephinenovita,0,2,0.06248782
RT @Shusmo: I'm at Social Good Summit 2014 w/ @zsafwan https://t.co/UblQ0ozppD,0,1,0.041408014
"If you're going to run through the woods at night, use a flashlight… Trees are hard.",0,0,0.14063421
My haul of goodies from Bristol Wool Fair! As seen on http://t.co/maHoE6uXMt #wool #buttons #knitting #silk #linen http://t.co/XDybjhyFc3,0,2,0.08144468
@jmlev25 Hope the sun came out today!,0,2,0.03464323
My #mcm not only built a desk  for the new office but he vacuums too! What a man! #handyman #love… http://t.co/yQ3yEBYpRx,0,2,0.05934822
"I don't know why I live tweet when I watch movies, but eh... Haha. #Boyhood",0,1,0.16830814
RT @spfl: Last time @dundeeunitedfc were top at this stage? Read @SPLstats weekend in numbers here http://t.co/4ywQm49Em8 #SPFL http://t.co…,0,1,0.03966875
RT @MPFahlevi: This is a new music from ma home boss @Mizy_Indo https://t.co/clb72oJWqK,0,1,0.051343977
@Ronnie2K #NBA2K15 is there a fantasy draft league online?,0,1,0.0481839
"RT @ChaibanRaja: ''Just remember, someone loves everything you hate about yourself.""",0,1,0.09429974
@Forbes Beautiful picture! I like the sky!,0,2,0.028169235
@knitemaya IDK WHY but I saw your insta and I thought of this http://t.co/TkoqWyxk8B,0,1,0.10567029
There's no bae to cook for me 😒,0,0,0.31038913
@willowandplum lovely venue & good chance for a blether!,0,2,0.050628092
"RT @cnni: U.N.: 130,000 Kurds flee #ISIS in Syria -- but Turkey closes some border crossings: http://t.co/4SIN6QQ5xo http://t.co/LFYW9fYPlV",0,1,0.094742745
We're holding a short film night dedicated to films made by students based in the North East. For more info here: http://t.co/cv2sYAkBmp,0,1,0.058204606
6:45pm here but it looks like 8pm alr 😱,0,1,0.13730319
The truth about education spending - The Progressive Pulse http://t.co/pIWl3dXfKp,0,1,0.07232115
Off to school...maybe I can come back to @Luke5SOS following me?,0,1,0.036886536
“@TanGurlz: it's not even 8 am and i give up on today”,0,0,0.09438168
"If I can be completely honest here, I don't enjoy being a small voice in an echo chamber.",0,0,0.27084458
"Asked how many times I rode the way, ""Not so often"".",0,1,0.078290656
.@SportSourceA | Recognize the mindset process (see-think-feel). Refocus what you give your attention to. Reframe how you talk to yourself.,0,1,0.042500127
Hey @CaloriesProper: I must be broken. I can't use my blue blockers until 10:30 PM otherwise I'm awake at 4 AM. What's wrong with me?,0,0,0.13934024
"@phessler @schmarsten @whitequark I bow to your wisdom, oh great wizard. You've obviously got more experience dealing with hipsters. :)",0,2,0.2143147
RT @mswolly: Is the KKK representative of all Christians? #QandA,0,1,0.07151932
Feels great to live in this country. #ThankFul and #Blessed ! 🇺🇸,0,2,0.038893804
"""Nasuni’s New Audit Capability Caps a Year of Major Technology Innovations - Nasuni"" http://t.co/4a9jcfW7dD by @nasuni",0,1,0.054157555
@kellyrojas42 mistress  *grab a towel and fan her*,0,1,0.21465904
The lost Thing   http://t.co/FVPjbgQfbc,0,1,0.19145079
LG makes its Wine Smart flip smartphone official in Korea http://t.co/RzJ4kovy05,0,1,0.11153993
"0wned by DodePersie #DodeOnTTI ~ No matter how strong of a person you are, thereâ€™s always someone who can make you weak",0,1,0.1479145
RT @thaluuu: SHINee WORLD 2014　~I’m Your Boy~ Goods 4P #2 http://t.co/GU0ZjCPQHp,0,1,0.052283645
COMING SOON in charcoal bamboo.  What do you think http://t.co/Q3JYRa8ozZ,0,1,0.06983391
"@kdharland ah thank you, had me puzzled!",0,2,0.05214896
RT @TheVampsJames: I still don't like you ;) @benhanlin I'm so nervous for it to air!,0,0,0.095830426
@_FeelMyPAYNE lol mkay !,0,1,0.13760181
